,distinct_id,active_timespan,sessions_per_day,churned,number_ratings,Average_SQS,time_in_between_sessions_slope,avg_session_duration
39,01301A7F-CD6D-47AA-B975-503694662ED2,37.711342592592594,1.325861042396862,0,0.0,19.5,274010.8214285715,78.0375
40,01337E00-B809-4076-BEB4-FCA058E95E9F,0.3333333333333333,9.0,0,0.0,-1.0,0.0,-1.0
41,013C3F6A-8B54-4CF5-A0E3-E801EDB30D7A,152.81078703703702,0.026176162544274524,0,0.0,-1.0,0.0,-1.0
42,015CA5D1-7E4C-413B-9D9B-16A23D0FC0F1,20.52888888888889,0.8768131630222992,0,0.0,2.4,-648.0,45.459999999999994
43,015E691D-9082-4A1C-BE29-416933E0DA26,233.15266203703706,0.042890353095824695,0,0.0,10.666666666666666,-11450925.0,79.2
44,0162DD22-B60F-49DC-BD3B-D221266F3DB9,441.27571759259257,0.0475892943182254,0,0.0,73.0,0.0,85.7
45,01639519-2878-44E9-A5A7-4A9CD8A167FE,,,0,0.0,-1.0,0.0,-1.0
46,01650CB1-517D-4DE3-844F-194BD24BAB6E,,,0,0.0,-1.0,0.0,-1.0
47,016B4250-4785-481D-A997-426B4AB12D60,,,0,0.0,-1.0,0.0,-1.0
48,017D36AA-73F0-45A7-B638-6907FB9E07EB,0.2916666666666667,17.142857142857142,0,0.0,-1.0,0.0,-1.0
49,01838FA1-523C-4C2D-8D3C-0A2E68355CA8,22.20548611111111,1.621220982052108,0,0.0,13.0,181142.54285714283,55.77142857142856
50,018CACF0-978B-4B25-949F-CB2DA6C4433B,,,0,0.0,-1.0,0.0,-1.0
51,018d6b0d-7f45-4db3-b812-8ea36eed92c4,,,0,0.0,1.2,3294693.5,44.440000000000005
52,019d6536-17f5-4496-93b0-4a8c475b8d2f,,,0,0.0,1.3333333333333333,17.0,25.833333333333332
53,01A0296F-17C9-4369-AA6E-D3536C94B986,206.98506944444443,1.0242284652173987,0,4.0,29.153846153846153,68516.22846153847,154.23846153846154
54,01BB20C7-F833-4854-841E-FCA679961164,36.12414351851852,1.0796103713851992,0,0.0,10.5,-263181.7,37.4
55,01C208D2-609E-41A5-852E-FE20E8A813B3,0.2927083333333333,44.41281138790036,0,0.0,7.0,0.0,33.45
56,01C9615C-9172-4E63-9C21-DA6691A5BCB1,,,0,0.0,-1.0,0.0,-1.0
