,distinct_id,locationSetting,notificationSettings,active_timespan,average_session_time,US,Facebook,Foodie,Google,Unknown,num_sessions,sessions_per_day,America/New_York,America/Los_Angeles,America/Chicago,Asia/Kolkata,America/Denver,other_timezone,commentAdded,commentLength,churned
35200,2AEF9BD1-48B7-4383-A90D-534415212016,1,0,0.29255787037037034,49.0,1,0,0,1,1,12,0.06666666666666667,0,0,1,0,0,0,0,0.0,1
79719,2AFD52C6-079A-4348-905E-4C9FF61980BD,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
81081,2B00350F-8CA0-4CEE-92FF-7C976C8BC47B,1,0,0.2916666666666667,,0,0,1,0,1,2,0.011111111111111112,0,0,0,1,0,0,0,0.0,1
109737,2B033F9C-4F7F-4BCF-9546-E46F66BAC852,1,0,124.39074074074074,39.0,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,1
101789,2B144155-E15E-4A1D-9018-B0513AA80EBC,0,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
73414,2B1A3E7F-14D6-42D1-9E3D-982AA2E62479,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
78214,2B1FC927-8FB2-440B-95E3-58E8263A9E69,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
49012,2B20A858-369D-442B-B359-6B77BE98D4C2,1,1,16.658981481481483,51.75,1,1,0,0,1,24,0.13333333333333333,1,0,0,0,0,0,0,0.0,1
173366,2B24AF9D-95A4-4D79-A0E9-570A34BCEBD1,1,0,382.52454861111113,129.25,0,0,1,0,1,24,0.13333333333333333,0,0,0,0,0,1,0,0.0,0
109579,2B2B32DB-8DE8-4A7E-888C-50C05725732B,1,0,0.0,,0,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
71765,2B44CDF4-4CFB-4D13-86B2-F0A73F8DBB40,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
93714,2B5FA741-93E6-4393-8F85-731CB76C8D0D,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
63481,2B6F7765-62A2-483B-853F-83533ABE6B72,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
67558,2B78C859-4AAD-4C26-AC3F-6ED9D9B2D671,1,1,354.9606712962963,129.0,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,0
91609,2B864C8B-6C49-4FFE-8DDB-CEAA59617B53,1,0,0.2920601851851852,,1,0,1,0,1,42,0.23333333333333334,1,0,0,0,0,0,0,0.0,0
31168,2B8CFCCA-DAA2-4988-92C6-962BF89F3A8D,1,1,317.8578703703704,34.0,1,0,1,0,1,8,0.044444444444444446,1,0,0,0,0,0,0,0.0,0
60785,2B903CE4-A10E-4081-AFDC-14C49B0F1EBB,1,1,0.2916666666666667,,0,0,1,0,1,2,0.011111111111111112,0,0,0,1,0,0,0,0.0,1
105558,2BA095D0-52D2-439A-B764-64948314CAF9,1,0,0.29310185185185184,124.0,0,0,1,0,1,13,0.07222222222222222,0,0,0,1,0,0,0,0.0,1
165458,2BA8DF6C-7C91-4299-A397-64CA7548B26F,1,0,207.1526736111111,63.22222222222222,1,0,1,0,1,177,0.9833333333333333,1,0,0,0,0,0,0,0.0,0
85552,2BA9ED1B-FB9C-4A6F-95D8-E69B39EA4B76,1,0,0.0,,0,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
95070,2BADDD75-981B-4E8D-93A3-665705F98EDA,1,1,190.86074074074074,74.0,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,0
170992,2BB8995E-6082-493C-BB4A-091001680E9E,1,0,1.7219560185185185,48.25,1,0,1,0,1,19,0.10555555555555556,1,0,0,0,0,0,0,0.0,1
150089,2BBCE967-6C53-4F41-9617-E8DD83E8CA5D,1,0,0.29248842592592594,51.0,1,0,1,0,1,10,0.05555555555555555,0,0,1,0,0,0,0,0.0,1
188430,2BC5E912-1915-4ED0-83A6-0D379B970461,1,0,0.29724537037037035,90.2,1,0,1,0,1,42,0.23333333333333334,1,0,0,0,0,0,0,0.0,0
9422,2BC5FCAE-8AE9-4F03-8A5B-8302B46015ED,1,0,80.79996527777777,115.47058823529413,1,0,1,0,1,37,0.20555555555555555,1,0,0,0,0,0,5,5.675675675675675,0
82466,2BDC1071-CE6D-4633-AC97-F73483E98DD2,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
58700,2BDE3D75-A6B1-4133-B256-F980EB1FA624,1,1,91.31412037037038,88.25,1,0,1,0,1,4,0.022222222222222223,0,1,0,0,0,0,0,0.0,1
69358,2BF1BAC6-B8C2-4787-B93E-DD7051EFA1DD,1,0,167.09297453703704,24.0,1,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,0
20916,2C0DAC0D-6DA3-4305-9497-770EC7747B52,1,1,15.752280092592592,70.0,1,0,1,0,1,15,0.08333333333333333,1,0,0,0,0,0,0,0.0,1
69463,2C126D88-66DD-4700-AB13-DB9DFF63B454,1,1,8.410891203703704,184.75,1,0,1,0,1,12,0.06666666666666667,1,0,0,0,0,0,0,0.0,1
74366,2C14A9A9-9D51-4DF3-9DF1-FB668D9CE860,1,0,199.66663194444445,89.6,1,0,1,0,1,1,0.005555555555555556,0,0,1,0,0,0,0,0.0,0
73322,2C20D302-835B-4FFE-AE3E-41F1DAF0BDE7,1,1,290.25386574074076,72.72727272727273,1,0,1,0,1,21,0.11666666666666667,1,0,0,0,0,0,0,0.0,0
108234,2C2150C7-CAFB-4845-B6FD-30F1ECBEC115,1,0,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
107114,2C2DBEED-27D5-418F-9FE8-FA392C3B7F76,1,0,0.31070601851851853,1645.0,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
23391,2C407513-43C1-4F8A-9EB4-D47744174CBD,1,1,0.33412037037037035,56.0,1,0,1,0,1,11,0.06111111111111111,0,1,0,0,0,0,0,0.0,1
172420,2C4F5AC7-F23B-4F72-BC7E-74C87EEF471A,1,0,79.59192129629629,63.5,1,1,0,0,1,21,0.11666666666666667,1,0,0,0,0,0,0,0.0,1
75626,2C61CEBA-819F-4B82-86C1-4299730AB513,1,1,0.3340625,62.0,1,0,1,0,1,6,0.03333333333333333,1,0,0,0,0,0,0,0.0,1
107301,2C645385-9B7F-43EE-9D92-7C39396A7D26,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
73687,2C6AF443-8C12-4B7E-8F4B-AB140C5CBE5B,1,1,0.2916666666666667,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
105506,2C99D513-9E2E-4465-A1D3-FD0E9F2AF568,1,1,0.2938425925925926,187.0,1,0,1,0,1,9,0.05,0,0,1,0,0,0,0,0.0,1
75188,2CA5311C-5B17-4E4C-BFD1-DB08583A57EB,1,0,0.3333449074074074,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
96716,2CADC049-5339-4C6E-97DE-BB9D580203F5,1,1,0.3337615740740741,31.0,0,0,1,0,1,5,0.027777777777777776,0,0,0,1,0,0,0,0.0,1
178366,2CAF5EF1-C506-4441-A3B3-84FE56ACFDA2,1,0,0.2923263888888889,40.0,1,0,1,0,1,17,0.09444444444444444,1,0,0,0,0,0,0,0.0,1
53762,2CBA3E02-18C2-4E82-8CB9-DF40D99DDFED,1,0,0.6839351851851851,106.0,1,0,1,0,1,26,0.14444444444444443,1,0,0,0,0,0,0,0.0,0
92447,2CBCB933-9B48-4DD8-87CC-7090135EB6A5,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
43250,2CCA70C8-3D1A-400D-B9AC-7F84751B6AC9,0,1,0.3345023148148148,91.0,1,0,1,0,1,13,0.07222222222222222,0,0,1,0,0,0,0,0.0,1
79280,2CCFA34E-BCED-4A8D-ABFC-091003C3575C,1,0,0.2924189814814815,64.0,1,0,1,0,1,4,0.022222222222222223,1,0,0,0,0,0,0,0.0,1
53080,2CD1A266-E946-41C1-BBAA-2956F306CA13,1,0,0.2933101851851852,133.0,1,0,1,0,1,21,0.11666666666666667,0,1,0,0,0,0,0,0.0,1
158012,2CD4A78E-128F-44AA-B8EA-BF62A3AAE539,1,0,65.25349537037037,55.0,1,0,1,0,1,48,0.26666666666666666,1,0,0,0,0,0,0,0.0,0
30717,2CDBD680-F7A4-4FD6-B9FA-34EBFE6C1DF2,1,0,9.844085648148148,74.83333333333333,1,0,1,0,1,53,0.29444444444444445,0,0,1,0,0,0,0,0.0,0
110055,2CE19FDB-74B9-483F-BE3E-E552C07FBDFC,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
51066,2CEC63D5-9AF2-4B25-828A-C7DCF6A9CDED,1,1,68.92541666666666,39.714285714285715,1,0,1,0,1,46,0.25555555555555554,1,0,0,0,0,0,0,0.0,0
84273,2CF22B7E-8264-437A-B07E-C1896488F346,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
95224,2CF98A23-3245-4892-97A1-EEE7C5EFEFB4,0,1,150.48828703703703,50.0,2,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,0
42501,2CFBB4E5-24C1-4350-A216-0ECF7C3FFC18,0,0,54.579479166666665,110.8,1,0,1,0,1,50,0.2777777777777778,1,0,0,0,0,0,0,0.0,0
85838,2D011EB5-7D4B-49BB-8BF9-FC76BA6FA8EE,1,1,0.0,,0,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
58269,2D0C4AF8-A77C-44A4-8AE2-53DFFF0BD097,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
98644,2D1BE3E4-1772-4FE2-944F-32BB63281C67,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
94338,2D253DCB-E0F6-45D3-9FEB-1F0CD279AF7A,0,0,147.42916666666667,,2,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,1
187075,2D294139-2977-4FCE-A099-F027AACEB1EA,1,0,97.60453703703703,61.66666666666666,1,0,0,1,1,20,0.1111111111111111,1,0,0,0,0,0,0,0.0,1
44001,2D32DF62-9497-4760-BD5F-9CE3368573D0,1,1,0.29488425925925926,130.0,1,1,0,0,1,30,0.16666666666666666,1,0,0,0,0,0,0,0.0,0
101530,2D347DF7-21D1-4C98-8353-FABB81AF83A6,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
110122,2D410D53-1D60-4354-8793-F4245B7C3095,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
60025,2D42491F-886A-45ED-8439-E11288C5AC09,1,0,24.748726851851853,52.25,1,1,0,0,1,39,0.21666666666666667,0,0,1,0,0,0,0,0.0,0
61029,2D42A6DC-E41F-480A-B3C1-5877BCF32536,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
78817,2D589DA0-2C74-447C-9BA1-E46EC342279D,1,1,234.74684027777778,40.25,0,1,0,0,1,12,0.06666666666666667,0,0,0,0,0,1,0,0.0,0
61878,2D5D23B3-E28F-42B7-AD1B-8BCA5B0FC201,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
73255,2D61F53C-ADE7-4D3E-B491-742AA19A25BE,1,0,0.5617245370370371,85.0,1,0,1,0,1,30,0.16666666666666666,1,0,0,0,0,0,0,0.0,0
60697,2D6F8898-D722-4804-A8B0-56B4569F6D5B,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
106625,2D728A60-0240-4D2A-9B9D-A43724124C19,1,1,96.23891203703704,78.0,1,0,0,1,1,19,0.10555555555555556,1,0,0,0,0,0,0,0.0,1
71482,2D72F1C3-0C48-4C9E-8003-D1EDBE79E001,1,0,341.1912384259259,201.8,1,0,1,0,1,19,0.10555555555555556,1,0,0,0,0,0,0,0.0,0
91269,2D7C4D95-8466-4713-8C22-3F54943450BF,1,1,372.1615625,29.83333333333333,1,0,1,0,1,9,0.05,0,1,0,0,0,0,0,0.0,0
61674,2D8ADFBE-BCDD-4595-BFCD-9A1EF7939A22,1,1,60.57170138888889,25.33333333333333,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
160547,2D9294D6-82D4-48D3-AE34-BB5E5AFA5A61,1,0,90.99243055555556,25.0,1,1,0,0,1,28,0.15555555555555556,0,0,0,0,0,1,0,0.0,0
101094,2DA45074-FE86-43ED-837E-45B1D90328CD,1,1,0.3421412037037037,379.5,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
33577,2DAC5777-CC55-4418-B315-78D5D00680D3,1,0,152.5889236111111,71.75,1,0,1,0,1,7,0.03888888888888889,1,0,0,0,0,0,0,0.0,0
83400,2DB53BB6-FFA2-4093-9B03-B6663F455043,1,0,99.688125,61.66666666666666,1,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,1
84123,2DB6D8E1-A324-48F0-8D24-62121BA37C6A,1,1,124.75905092592592,76.0,1,0,1,0,1,9,0.05,0,0,1,0,0,0,0,0.0,1
97243,2DC4CF6B-12CE-4908-96FE-C7472942287A,1,1,0.3333333333333333,,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
66797,2DC880F6-1E18-487B-84A5-51B04E6CDED8,1,0,12.469340277777778,60.75,0,0,1,0,1,60,0.3333333333333333,0,0,0,1,0,0,0,0.0,0
82350,2DCADCE1-1611-49FA-801F-BF38BB7F9E84,1,1,67.08503472222222,112.0,1,0,1,0,1,3,0.016666666666666666,1,0,0,0,0,0,0,0.0,1
84669,2DCB5CDE-BA8C-4058-97A9-03F256F8C018,0,1,0.3411458333333333,64.5,1,0,1,0,1,20,0.1111111111111111,0,0,1,0,0,0,0,0.0,1
53260,2DD615D8-85F8-4EE4-B9CF-86F8CF551B34,1,1,123.20858796296297,37.25,1,0,1,0,1,13,0.07222222222222222,1,0,0,0,0,0,0,0.0,1
133146,2DDC0542-C092-4F7D-909B-805AFEC3E25D,1,1,9.706388888888888,11.5,1,0,1,0,1,13,0.07222222222222222,0,0,1,0,0,0,0,0.0,1
174737,2DDE64A5-17A0-4D8F-9B82-C3D108D930CA,1,0,1.5322222222222222,76.66666666666667,1,0,1,0,1,41,0.22777777777777777,0,1,0,0,0,0,0,0.0,0
102996,2DE55BD4-4F8E-47EC-B09C-5EB2CCBB9F07,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
68807,2E25D24D-B201-4740-8E5E-B65E48A0E3C8,1,0,138.7972800925926,88.2142857142857,1,0,1,0,1,80,0.4444444444444444,1,0,0,0,0,0,0,0.0,0
64135,2E57E430-1588-4A9E-AAAF-70A6AF104EDB,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
51406,2E589CD9-5244-4CFB-9652-6659884D428E,1,0,0.2916666666666667,,1,0,1,0,1,9,0.05,1,0,0,0,0,0,0,0.0,1
61637,2E6F8BC4-D7B7-48E4-9D8C-ECDED2E54D1C,1,1,16.491886574074073,51.8,1,0,1,0,1,8,0.044444444444444446,0,0,1,0,0,0,0,0.0,1
83856,2E7DB84E-8A2D-4FD1-BEA1-B812B035CF96,1,1,0.0,,0,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
57498,2E80214C-82CB-408B-8215-DD839B225668,1,0,0.29333333333333333,143.0,1,0,1,0,1,34,0.18888888888888888,1,0,0,0,0,0,0,0.0,0
61250,2E849402-974E-405A-BC75-0CEEB8E01BE9,1,1,0.2916666666666667,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
109621,2E851ABE-DAF6-4433-9C8A-AD37002F7850,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
171693,2E86F76C-8666-41CA-8FDF-12BA2510AC15,1,0,0.34274305555555556,22.25,1,1,0,0,1,18,0.1,1,0,0,0,0,0,0,0.0,1
109447,2E876C10-9A38-4733-B5DF-64AC8E453E57,0,1,0.3333449074074074,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
44510,2E890EE6-D5B5-4214-A668-45F43DCF74B9,1,0,230.14761574074075,100.6,1,0,1,0,1,61,0.3388888888888889,0,0,1,0,0,0,0,0.0,0
100491,2E8946C8-DE5D-4A46-A7DF-F7138CBE26B4,1,1,289.39266203703704,39.66666666666666,1,0,1,0,1,26,0.14444444444444443,0,1,0,0,0,0,0,0.0,0
37956,2E8A9FD9-BD4B-4438-ADF2-1B2CF7FCED15,0,0,0.29443287037037036,76.66666666666667,1,0,1,0,1,17,0.09444444444444444,0,0,1,0,0,0,0,0.0,1
73638,2E8D9AD6-6738-43AD-980A-7AF5BC8A3B2D,1,0,0.2916666666666667,,1,0,1,0,1,2,0.011111111111111112,0,0,1,0,0,0,0,0.0,1
73510,2E974DDC-F609-4868-BB4D-BA6F19BE1778,1,0,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
58942,2E9BE161-4649-4216-BC8B-6522179F7C7A,0,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
60081,2E9EAAC7-EF95-4B80-B212-4133205CD711,1,1,274.31912037037034,41.66666666666666,0,0,1,0,1,4,0.022222222222222223,0,0,0,1,0,0,0,0.0,0
18903,2EA6505D-43CF-4866-B0A0-C58A8DEBFECC,1,0,0.3337847222222222,32.0,1,0,1,0,1,10,0.05555555555555555,0,1,0,0,0,0,0,0.0,1
91585,2EA67E42-1238-4266-BE11-8EB46453D29F,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
59733,2EAF5E9A-8F25-4763-9F0F-EAFC7F268ABF,1,0,128.20402777777778,26.25,1,0,1,0,1,9,0.05,1,0,0,0,0,0,0,0.0,1
63425,2EC64AA9-641B-48BF-B695-E65ECF114EF9,1,1,202.1237847222222,87.5,0,0,1,0,1,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,0
96715,2EC72FF1-A4B2-4D4C-95E5-B716F846E25D,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
60665,2EC93C94-F6E4-4CBD-AF0B-725B7EB654F7,1,0,200.3358912037037,42.0,1,0,1,0,1,7,0.03888888888888889,0,0,1,0,0,0,0,0.0,0
79202,2ED52FB8-046F-4BEC-89D4-1A539EA90DC0,1,0,94.3203125,19.5,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,1
40781,2ED8AA78-8015-4812-AB34-CCA9909AC090,1,0,54.51859953703703,81.17073170731706,1,0,1,0,1,224,1.2444444444444445,1,0,0,0,0,0,7,1.1026785714285714,0
74837,2ED9FDAD-E8A3-47F5-B20F-6561FCF0E0B7,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
95602,2EDBDB63-1C4A-459A-AE1C-D9F7264BAB9D,1,0,285.73278935185186,,1,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,0
185302,2EDED857-6941-4B9C-A6E1-30E825F04C0D,1,0,0.6395138888888889,31.4,1,0,0,1,1,26,0.14444444444444443,0,1,0,0,0,0,0,0.0,0
75690,2EE1E70A-6613-474F-BCC4-77590DBAE575,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
104573,2EF223FB-377C-4715-8B64-3DAB5EDF8E19,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
64996,2EF5BF70-72C3-4877-A676-C308E9357EBB,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
56515,2EFC3336-5783-4F53-8831-48BCF3B3B182,1,0,215.64255787037038,49.875,1,0,1,0,1,43,0.2388888888888889,0,0,1,0,0,0,0,0.0,0
79837,2EFC8B1B-1EDA-4F05-9EE4-CDD536B8E481,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
95840,2F077625-774D-4DBA-977B-987C3882CF4D,1,0,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
65325,2F0937BA-E34D-4F46-BEC8-1CBE07BB07C8,1,1,0.33466435185185184,114.0,1,0,1,0,1,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,1
71517,2F1BC770-0A81-4902-B2B4-42634ABB7E66,1,0,155.3437847222222,113.12765957446808,1,0,1,0,1,259,1.4388888888888889,0,1,0,0,0,0,0,0.0,0
91593,2F28EBDD-07D4-4444-9C38-D8C21B535F63,1,1,106.70833333333333,,0,0,1,0,1,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
64472,2F297EDB-6479-4E9B-8262-C8C71DC972F7,1,0,6.264699074074074,33.52,1,0,1,0,1,155,0.8611111111111112,1,0,0,0,0,0,0,0.0,0
171795,2F43818D-03BF-439E-9F5D-6937EC6001E0,1,0,0.33449074074074076,89.0,1,0,1,0,1,19,0.10555555555555556,0,0,1,0,0,0,0,0.0,1
59440,2F487B74-F6DD-45D0-A6D7-7F1F4AB830B4,1,0,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
5814,2F519365-682F-4490-8C4F-73F2A7BB7059,1,1,10.040902777777777,87.14285714285714,0,0,1,0,1,111,0.6166666666666667,0,0,0,0,0,1,0,0.0,0
171758,2F7380E8-8D0E-4A03-8DEE-E1182A4D6284,1,0,57.325520833333336,66.0,1,1,0,0,1,34,0.18888888888888888,0,0,1,0,0,0,0,0.0,0
104434,2F77996A-1F74-4C25-86EB-B19CD8F1350C,1,0,57.87583333333333,70.78260869565217,1,0,1,0,1,135,0.75,1,0,0,0,0,0,0,0.0,0
89536,2F9B7FAC-B4A0-472D-87DF-6713822B19E3,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
65923,2FAC8CE7-35FA-4D41-8185-71853ABFBE14,1,0,196.8351851851852,49.0,1,0,1,0,1,14,0.07777777777777778,1,0,0,0,0,0,0,0.0,0
104647,2FB85B8D-87DD-4269-A391-1DE515217AB8,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
95048,2FCADF3F-38C0-412E-A1BC-8E3ED2D47504,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
109208,2FCCFA2C-89A4-4D2D-9730-9FDEFF2AF2F1,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
74685,2FD5D190-9C4D-466B-A7E1-DC4057283B01,1,0,0.2916782407407407,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
96490,2FD7781D-196D-415E-ADB8-F24D8C6B55BA,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
75904,2FDA7616-EF57-419C-BE10-A77FF2EA24F5,0,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
95050,2FED218A-BB73-4547-9E5C-85F424878689,0,0,0.2965162037037037,41.5,1,1,0,0,1,19,0.10555555555555556,0,0,0,0,0,1,0,0.0,1
109173,2FF4F4AE-20A9-46BF-8D90-73C5FC9B7B6B,1,0,0.2916666666666667,,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,1
84801,2ae84a29-a45a-4a0a-8b09-8d5b772b929f,1,0,0.00047453703703703704,,0,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
110794,2b513e85-75eb-4ceb-8b22-8eb12a01c3e6,1,1,0.000925925925925926,,1,0,1,0,0,3,0.016666666666666666,0,0,0,0,0,1,0,0.0,1
70458,2c037edb01d732c0,1,0,0.0023148148148148147,,0,0,1,0,1,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
95837,2c070d6e5567538b,1,0,0.4999884259259259,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
63786,2d10378c-5225-498b-b1dd-42c986fcafb4,1,0,16.385069444444444,,1,0,1,0,0,15,0.08333333333333333,0,0,0,0,0,1,0,0.0,1
70749,2d6f7fdd-ef95-47f2-bdb9-7c817bf6ed96,1,0,0.11150462962962963,,0,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
98436,2dab75c9-be09-44a1-9948-82f9cd1c8691,1,0,0.0001388888888888889,,1,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
60905,2ddb70ca-0f72-40a6-8e6d-f81e545662cc,1,0,0.0006481481481481481,,0,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
87152,2e9d8858-1aec-40b1-a82c-f5f30617611e,1,1,0.00015046296296296297,,1,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
63787,2eb9350d-9aa0-45cf-a554-7c3149a9bf8f,1,1,0.0010532407407407407,,0,0,1,0,0,4,0.022222222222222223,0,0,0,0,0,1,0,0.0,1
83128,2fecda27-b73c-4145-834f-3fb19cf3cef9,1,1,0.0013194444444444445,,0,0,1,0,0,3,0.016666666666666666,0,0,0,0,0,1,0,0.0,1
77589,30014919-15D4-46D2-AFB3-8A4C0594FE87,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
28949,30041D45-EB21-4037-B051-5669FC658646,1,0,5.217222222222222,79.5,1,0,1,0,1,24,0.13333333333333333,1,0,0,0,0,0,0,0.0,1
66662,3009FC9F-5307-4735-9C09-21BCBF7F9E4B,1,1,181.3180787037037,45.769230769230774,1,0,1,0,1,14,0.07777777777777778,0,1,0,0,0,0,0,0.0,0
71074,300a5ee2-5716-4740-b01b-8fa29ae20298,1,0,0.0010185185185185184,,0,0,1,0,0,3,0.016666666666666666,0,0,0,0,0,1,0,0.0,1
60932,3011720F-6AB6-4A62-AD23-B51C1D564E79,1,0,0.2930439814814815,119.0,1,0,1,0,1,1,0.005555555555555556,0,1,0,0,0,0,0,0.0,1
95789,301AE05D-179E-4DC2-B896-624CED44C514,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
87945,3023CCE1-BE4D-4010-A238-2508AEF982D9,1,0,0.2916666666666667,,1,0,1,0,1,1,0.005555555555555556,0,1,0,0,0,0,0,0.0,1
25945,303BC7A6-2B69-4F50-9A4E-E80F3B975C6B,1,0,0.33461805555555557,104.0,1,0,1,0,1,9,0.05,1,0,0,0,0,0,0,0.0,1
94130,303D27DE-EB3B-437C-A866-BEF7881FDA3F,1,0,0.2916782407407407,,0,0,1,0,1,2,0.011111111111111112,0,0,0,1,0,0,0,0.0,1
